idx, R, G, B, type, Y, x, y, L, M, S, Y1, x1, y1
625, 20.4394, 20.4394, 20.4394, ramp_w, 17.972, 0.2828, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
626, 20.6144, 20.6144, 20.6144, ramp_w, 18.18, 0.2828, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
627, 20.7909, 20.7909, 20.7909, ramp_w, 18.17, 0.2828, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
628, 20.9689, 20.9689, 20.9689, ramp_w, 18.449, 0.2827, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
629, 21.1484, 21.1484, 21.1484, ramp_w, 18.67, 0.2827, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
630, 21.3295, 21.3295, 21.3295, ramp_w, 18.674, 0.2827, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
631, 21.5121, 21.5121, 21.5121, ramp_w, 18.674, 0.2827, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
632, 21.6963, 21.6963, 21.6963, ramp_w, 19.389, 0.2826, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
633, 21.8821, 21.8821, 21.8821, ramp_w, 19.392, 0.2826, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
634, 22.0695, 22.0695, 22.0695, ramp_w, 19.524, 0.2829, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
635, 22.2584, 22.2584, 22.2584, ramp_w, 19.525, 0.2829, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
636, 22.449, 22.449, 22.449, ramp_w, 19.837, 0.2828, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
637, 22.6412, 22.6412, 22.6412, ramp_w, 20.079, 0.2827, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
638, 22.8351, 22.8351, 22.8351, ramp_w, 20.238, 0.2829, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
639, 23.0306, 23.0306, 23.0306, ramp_w, 20.249, 0.2828, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
640, 23.2278, 23.2278, 23.2278, ramp_w, 20.245, 0.2828, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
641, 23.4267, 23.4267, 23.4267, ramp_w, 20.925, 0.2828, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
642, 23.6273, 23.6273, 23.6273, ramp_w, 20.916, 0.2827, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
643, 23.8296, 23.8296, 23.8296, ramp_w, 21.185, 0.2828, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
644, 24.0336, 24.0336, 24.0336, ramp_w, 21.208, 0.2829, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
645, 24.2394, 24.2394, 24.2394, ramp_w, 21.46, 0.2826, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
646, 24.4469, 24.4469, 24.4469, ramp_w, 21.752, 0.2829, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
647, 24.6562, 24.6562, 24.6562, ramp_w, 21.92, 0.2829, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
648, 24.8673, 24.8673, 24.8673, ramp_w, 22.052, 0.2826, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
649, 25.0803, 25.0803, 25.0803, ramp_w, 22.044, 0.2826, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
650, 25.295, 25.295, 25.295, ramp_w, 22.046, 0.2826, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
651, 25.5116, 25.5116, 25.5116, ramp_w, 22.826, 0.2823, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
652, 25.73, 25.73, 25.73, ramp_w, 23.312, 0.283, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
653, 25.9503, 25.9503, 25.9503, ramp_w, 23.317, 0.2831, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
654, 26.1725, 26.1725, 26.1725, ramp_w, 23.655, 0.2822, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
655, 26.3966, 26.3966, 26.3966, ramp_w, 23.73, 0.2824, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
656, 26.6226, 26.6226, 26.6226, ramp_w, 23.919, 0.2825, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
657, 26.8506, 26.8506, 26.8506, ramp_w, 23.915, 0.2824, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
658, 27.0805, 27.0805, 27.0805, ramp_w, 24.455, 0.2822, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
659, 27.3123, 27.3123, 27.3123, ramp_w, 24.456, 0.2822, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
660, 27.5462, 27.5462, 27.5462, ramp_w, 24.867, 0.2822, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
661, 27.782, 27.782, 27.782, ramp_w, 25.204, 0.2827, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
662, 28.0199, 28.0199, 28.0199, ramp_w, 25.208, 0.2827, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
663, 28.2598, 28.2598, 28.2598, ramp_w, 25.274, 0.2828, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
664, 28.5018, 28.5018, 28.5018, ramp_w, 25.517, 0.2821, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
665, 28.7458, 28.7458, 28.7458, ramp_w, 26.089, 0.2825, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
666, 28.9919, 28.9919, 28.9919, ramp_w, 26.31, 0.2823, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
667, 29.2402, 29.2402, 29.2402, ramp_w, 26.313, 0.2823, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
668, 29.4905, 29.4905, 29.4905, ramp_w, 26.314, 0.2823, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
669, 29.743, 29.743, 29.743, ramp_w, 27.057, 0.2823, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
670, 29.9977, 29.9977, 29.9977, ramp_w, 27.123, 0.2822, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
671, 30.2545, 30.2545, 30.2545, ramp_w, 27.207, 0.2828, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
672, 30.5136, 30.5136, 30.5136, ramp_w, 27.211, 0.2828, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
673, 30.7749, 30.7749, 30.7749, ramp_w, 27.848, 0.2824, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
674, 31.0384, 31.0384, 31.0384, ramp_w, 28.134, 0.2828, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
675, 31.3041, 31.3041, 31.3041, ramp_w, 28.559, 0.2827, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
676, 31.5721, 31.5721, 31.5721, ramp_w, 28.568, 0.2828, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
677, 31.8425, 31.8425, 31.8425, ramp_w, 28.57, 0.2827, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
678, 32.1151, 32.1151, 32.1151, ramp_w, 28.98, 0.283, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
679, 32.3901, 32.3901, 32.3901, ramp_w, 29.331, 0.283, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
680, 32.6674, 32.6674, 32.6674, ramp_w, 30.006, 0.2829, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
681, 32.9471, 32.9471, 32.9471, ramp_w, 29.992, 0.2829, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
682, 33.2292, 33.2292, 33.2292, ramp_w, 30.419, 0.283, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
683, 33.5137, 33.5137, 33.5137, ramp_w, 30.893, 0.2827, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
684, 33.8007, 33.8007, 33.8007, ramp_w, 31.336, 0.2826, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
685, 34.0901, 34.0901, 34.0901, ramp_w, 31.331, 0.2827, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
686, 34.382, 34.382, 34.382, ramp_w, 31.343, 0.2827, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
687, 34.6764, 34.6764, 34.6764, ramp_w, 31.676, 0.2828, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
688, 34.9733, 34.9733, 34.9733, ramp_w, 32.333, 0.2827, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
689, 35.2727, 35.2727, 35.2727, ramp_w, 32.814, 0.2824, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
690, 35.5747, 35.5747, 35.5747, ramp_w, 33.136, 0.2823, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
691, 35.8793, 35.8793, 35.8793, ramp_w, 33.153, 0.2823, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
692, 36.1865, 36.1865, 36.1865, ramp_w, 33.384, 0.2823, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
693, 36.4964, 36.4964, 36.4964, ramp_w, 33.573, 0.2823, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
694, 36.8088, 36.8088, 36.8088, ramp_w, 33.568, 0.2823, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
695, 37.124, 37.124, 37.124, ramp_w, 34.481, 0.2826, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
696, 37.4419, 37.4419, 37.4419, ramp_w, 34.827, 0.2824, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
697, 37.7625, 37.7625, 37.7625, ramp_w, 34.826, 0.2824, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
698, 38.0858, 38.0858, 38.0858, ramp_w, 35.159, 0.2828, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
699, 38.4119, 38.4119, 38.4119, ramp_w, 35.274, 0.2831, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
700, 38.7408, 38.7408, 38.7408, ramp_w, 35.521, 0.2824, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
701, 39.0725, 39.0725, 39.0725, ramp_w, 36.119, 0.2827, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
702, 39.407, 39.407, 39.407, ramp_w, 36.138, 0.2827, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
703, 39.7444, 39.7444, 39.7444, ramp_w, 36.129, 0.2827, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
704, 40.0847, 40.0847, 40.0847, ramp_w, 36.942, 0.2828, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
705, 40.4279, 40.4279, 40.4279, ramp_w, 37.151, 0.2825, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
706, 40.7741, 40.7741, 40.7741, ramp_w, 37.386, 0.2825, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
707, 41.1232, 41.1232, 41.1232, ramp_w, 37.383, 0.2825, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
708, 41.4753, 41.4753, 41.4753, ramp_w, 38, 0.2825, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
709, 41.8304, 41.8304, 41.8304, ramp_w, 38.621, 0.2827, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
710, 42.1886, 42.1886, 42.1886, ramp_w, 39.054, 0.2827, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
711, 42.5498, 42.5498, 42.5498, ramp_w, 39.051, 0.2827, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
712, 42.9141, 42.9141, 42.9141, ramp_w, 39.052, 0.2827, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
713, 43.2816, 43.2816, 43.2816, ramp_w, 39.618, 0.2827, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
714, 43.6521, 43.6521, 43.6521, ramp_w, 40.162, 0.2828, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
715, 44.0259, 44.0259, 44.0259, ramp_w, 40.656, 0.2828, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
716, 44.4029, 44.4029, 44.4029, ramp_w, 41.287, 0.2826, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
717, 44.783, 44.783, 44.783, ramp_w, 41.259, 0.2827, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
718, 45.1665, 45.1665, 45.1665, ramp_w, 41.633, 0.2827, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
719, 45.5532, 45.5532, 45.5532, ramp_w, 41.753, 0.2829, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
720, 45.9432, 45.9432, 45.9432, ramp_w, 41.758, 0.2828, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
721, 46.3366, 46.3366, 46.3366, ramp_w, 42.963, 0.2823, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
722, 46.7334, 46.7334, 46.7334, ramp_w, 43.573, 0.2826, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
723, 47.1335, 47.1335, 47.1335, ramp_w, 43.574, 0.2825, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
724, 47.5371, 47.5371, 47.5371, ramp_w, 44.066, 0.2824, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
725, 47.9441, 47.9441, 47.9441, ramp_w, 44.228, 0.2825, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
726, 48.3546, 48.3546, 48.3546, ramp_w, 44.467, 0.2828, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
727, 48.7686, 48.7686, 48.7686, ramp_w, 45.404, 0.2827, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
728, 49.1862, 49.1862, 49.1862, ramp_w, 45.443, 0.2827, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
729, 49.6073, 49.6073, 49.6073, ramp_w, 45.443, 0.2827, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
730, 50.0321, 50.0321, 50.0321, ramp_w, 46.285, 0.2827, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
731, 50.4604, 50.4604, 50.4604, ramp_w, 46.667, 0.2829, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
732, 50.8925, 50.8925, 50.8925, ramp_w, 46.968, 0.2828, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
733, 51.3282, 51.3282, 51.3282, ramp_w, 47.824, 0.2828, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
734, 51.7677, 51.7677, 51.7677, ramp_w, 48.41, 0.2828, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
735, 52.211, 52.211, 52.211, ramp_w, 48.437, 0.2828, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
736, 52.658, 52.658, 52.658, ramp_w, 48.993, 0.2829, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
737, 53.1089, 53.1089, 53.1089, ramp_w, 48.986, 0.2829, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
738, 53.5636, 53.5636, 53.5636, ramp_w, 49.714, 0.2827, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
739, 54.0222, 54.0222, 54.0222, ramp_w, 50.741, 0.2827, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
740, 54.4848, 54.4848, 54.4848, ramp_w, 51.231, 0.283, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
741, 54.9513, 54.9513, 54.9513, ramp_w, 51.227, 0.283, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
742, 55.4218, 55.4218, 55.4218, ramp_w, 51.653, 0.2828, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
743, 55.8963, 55.8963, 55.8963, ramp_w, 52.095, 0.283, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
744, 56.3749, 56.3749, 56.3749, ramp_w, 52.55, 0.283, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
745, 56.8576, 56.8576, 56.8576, ramp_w, 52.573, 0.283, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
746, 57.3444, 57.3444, 57.3444, ramp_w, 54.073, 0.2824, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
747, 57.8354, 57.8354, 57.8354, ramp_w, 54.08, 0.2824, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
748, 58.3306, 58.3306, 58.3306, ramp_w, 54.751, 0.2828, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
749, 58.83, 58.83, 58.83, ramp_w, 54.969, 0.2827, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
750, 59.3338, 59.3338, 59.3338, ramp_w, 55.548, 0.2827, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
751, 59.8418, 59.8418, 59.8418, ramp_w, 56.446, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
752, 60.3542, 60.3542, 60.3542, ramp_w, 57.084, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
753, 60.8709, 60.8709, 60.8709, ramp_w, 57.064, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
754, 61.3921, 61.3921, 61.3921, ramp_w, 57.081, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
755, 61.9178, 61.9178, 61.9178, ramp_w, 57.811, 0.2827, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
756, 62.4479, 62.4479, 62.4479, ramp_w, 58.794, 0.2829, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
757, 62.9826, 62.9826, 62.9826, ramp_w, 59.654, 0.2826, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
758, 63.5219, 63.5219, 63.5219, ramp_w, 60.159, 0.2828, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
759, 64.0657, 64.0657, 64.0657, ramp_w, 60.776, 0.2825, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
760, 64.6143, 64.6143, 64.6143, ramp_w, 60.796, 0.2826, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
761, 65.1675, 65.1675, 65.1675, ramp_w, 60.961, 0.2823, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
762, 65.7255, 65.7255, 65.7255, ramp_w, 60.991, 0.2823, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
763, 66.2883, 66.2883, 66.2883, ramp_w, 62.778, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
764, 66.8558, 66.8558, 66.8558, ramp_w, 63.406, 0.2827, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
765, 67.4283, 67.4283, 67.4283, ramp_w, 63.711, 0.2827, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
766, 68.0056, 68.0056, 68.0056, ramp_w, 64.728, 0.2826, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
767, 68.5879, 68.5879, 68.5879, ramp_w, 64.731, 0.2828, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
768, 69.1751, 69.1751, 69.1751, ramp_w, 65.825, 0.2826, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
769, 69.7674, 69.7674, 69.7674, ramp_w, 66.418, 0.2826, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
770, 70.3648, 70.3648, 70.3648, ramp_w, 66.397, 0.2826, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
771, 70.9672, 70.9672, 70.9672, ramp_w, 67.649, 0.2826, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
772, 71.5749, 71.5749, 71.5749, ramp_w, 68.828, 0.2823, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
773, 72.1877, 72.1877, 72.1877, ramp_w, 69.34, 0.2826, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
774, 72.8058, 72.8058, 72.8058, ramp_w, 69.354, 0.2825, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
775, 73.4292, 73.4292, 73.4292, ramp_w, 70.094, 0.2824, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
776, 74.0579, 74.0579, 74.0579, ramp_w, 70.349, 0.2824, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
777, 74.692, 74.692, 74.692, ramp_w, 71.31, 0.2824, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
778, 75.3315, 75.3315, 75.3315, ramp_w, 71.286, 0.2824, 0.2875, NaN, NaN, NaN, NaN, NaN, NaN
779, 75.9765, 75.9765, 75.9765, ramp_w, 72.691, 0.2826, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
780, 76.627, 76.627, 76.627, ramp_w, 72.673, 0.2826, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
781, 77.2831, 77.2831, 77.2831, ramp_w, 73.07, 0.2827, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
782, 77.9448, 77.9448, 77.9448, ramp_w, 74.209, 0.2827, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
783, 78.6122, 78.6122, 78.6122, ramp_w, 75.025, 0.2829, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
784, 79.2853, 79.2853, 79.2853, ramp_w, 75.839, 0.2827, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
785, 79.9642, 79.9642, 79.9642, ramp_w, 76.228, 0.2828, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
786, 80.6488, 80.6488, 80.6488, ramp_w, 76.264, 0.2828, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
787, 81.3394, 81.3394, 81.3394, ramp_w, 78.162, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
788, 82.0358, 82.0358, 82.0358, ramp_w, 78.184, 0.2826, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
789, 82.7382, 82.7382, 82.7382, ramp_w, 79.056, 0.2828, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
790, 83.4466, 83.4466, 83.4466, ramp_w, 79.936, 0.2827, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
791, 84.1611, 84.1611, 84.1611, ramp_w, 80.796, 0.2828, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
792, 84.8817, 84.8817, 84.8817, ramp_w, 81.675, 0.2829, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
793, 85.6085, 85.6085, 85.6085, ramp_w, 82.461, 0.2827, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
794, 86.3415, 86.3415, 86.3415, ramp_w, 82.408, 0.2827, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
795, 87.0807, 87.0807, 87.0807, ramp_w, 82.436, 0.2827, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
796, 87.8263, 87.8263, 87.8263, ramp_w, 83.887, 0.2828, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
797, 88.5783, 88.5783, 88.5783, ramp_w, 85, 0.2827, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
798, 89.3367, 89.3367, 89.3367, ramp_w, 86.079, 0.2828, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
799, 90.1017, 90.1017, 90.1017, ramp_w, 86.41, 0.2828, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
800, 90.8731, 90.8731, 90.8731, ramp_w, 87.455, 0.2827, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
801, 91.6512, 91.6512, 91.6512, ramp_w, 88.535, 0.2829, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
802, 92.4359, 92.4359, 92.4359, ramp_w, 88.57, 0.2829, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
803, 93.2274, 93.2274, 93.2274, ramp_w, 89.799, 0.2832, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
804, 94.0256, 94.0256, 94.0256, ramp_w, 90.809, 0.2831, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
805, 94.8307, 94.8307, 94.8307, ramp_w, 90.868, 0.2831, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
806, 95.6426, 95.6426, 95.6426, ramp_w, 92.234, 0.2831, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
807, 96.4615, 96.4615, 96.4615, ramp_w, 93.303, 0.2832, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
808, 97.2875, 97.2875, 97.2875, ramp_w, 93.573, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
809, 98.1204, 98.1204, 98.1204, ramp_w, 95.22, 0.283, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
810, 98.9606, 98.9606, 98.9606, ramp_w, 95.248, 0.283, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
811, 99.8079, 99.8079, 99.8079, ramp_w, 97.483, 0.283, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
812, 100.662, 100.662, 100.662, ramp_w, 97.502, 0.283, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
813, 101.524, 101.524, 101.524, ramp_w, 98.115, 0.2831, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
814, 102.394, 102.394, 102.394, ramp_w, 99.631, 0.2831, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
815, 103.27, 103.27, 103.27, ramp_w, 100.698, 0.2827, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
816, 104.155, 104.155, 104.155, ramp_w, 101.795, 0.2826, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
817, 105.046, 105.046, 105.046, ramp_w, 102.226, 0.2827, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
818, 105.946, 105.946, 105.946, ramp_w, 102.229, 0.2827, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
819, 106.853, 106.853, 106.853, ramp_w, 104.752, 0.2826, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
820, 107.768, 107.768, 107.768, ramp_w, 105.832, 0.2827, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
821, 108.691, 108.691, 108.691, ramp_w, 105.834, 0.2827, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
822, 109.621, 109.621, 109.621, ramp_w, 106.291, 0.2825, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
823, 110.56, 110.56, 110.56, ramp_w, 107.801, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
824, 111.506, 111.506, 111.506, ramp_w, 108.933, 0.2828, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
825, 112.461, 112.461, 112.461, ramp_w, 108.926, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
826, 113.424, 113.424, 113.424, ramp_w, 109.501, 0.2827, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
827, 114.395, 114.395, 114.395, ramp_w, 112.33, 0.2828, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
828, 115.375, 115.375, 115.375, ramp_w, 113.529, 0.2828, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
829, 116.362, 116.362, 116.362, ramp_w, 113.519, 0.2828, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
830, 117.359, 117.359, 117.359, ramp_w, 114.066, 0.2828, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
831, 118.364, 118.364, 118.364, ramp_w, 115.889, 0.2827, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
832, 119.377, 119.377, 119.377, ramp_w, 117.139, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
833, 120.399, 120.399, 120.399, ramp_w, 117.156, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
834, 121.43, 121.43, 121.43, ramp_w, 118.217, 0.2828, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
